id,number,name_en,type_element,rarity,expansion
498,57/132,Misty's Tentacool,Water,Uncommon,Gym Heroes
499,58/132,Sabrina's Haunter,Psychic,Uncommon,Gym Heroes
500,59/132,Sabrina's Jynx,Psychic,Uncommon,Gym Heroes
501,60/132,Sabrina's Slowbro,Psychic,Uncommon,Gym Heroes
502,61/132,Blaine's Charmander,Fire,Common,Gym Heroes
503,62/132,Blaine's Growlithe,Fire,Common,Gym Heroes
504,63/132,Blaine's Ponyta,Fire,Common,Gym Heroes
505,64/132,Blaine's Tauros,Colorless,Common,Gym Heroes
506,65/132,Blaine's Vulpix,Fire,Common,Gym Heroes
507,66/132,Brock's Geodude,Fighting,Common,Gym Heroes
508,67/132,Brock's Mankey,Fighting,Common,Gym Heroes
509,68/132,Brock's Mankey,Fighting,Common,Gym Heroes
510,69/132,Brock's Onix,Fighting,Common,Gym Heroes
511,70/132,Brock's Rhyhorn,Fighting,Common,Gym Heroes
512,71/132,Brock's Sandshrew,Fighting,Common,Gym Heroes
513,72/132,Brock's Sandshrew,Fighting,Common,Gym Heroes
514,73/132,Brock's Vulpix,Fire,Common,Gym Heroes
515,74/132,Brock's Zubat,Grass,Common,Gym Heroes
516,75/132,Erika's Bellsprout,Grass,Common,Gym Heroes
517,76/132,Erika's Bellsprout,Grass,Common,Gym Heroes
518,77/132,Erika's Exeggcute,Grass,Common,Gym Heroes
519,78/132,Erika's Oddish,Grass,Common,Gym Heroes
520,79/132,Erika's Tangela,Grass,Common,Gym Heroes
521,80/132,Lt. Surge's Magnemite,Lightning,Common,Gym Heroes
522,81/132,Lt. Surge's Pikachu,Lightning,Common,Gym Heroes
523,82/132,Lt. Surge's Rattata,Colorless,Common,Gym Heroes
524,83/132,Lt. Surge's Spearow,Colorless,Common,Gym Heroes
525,84/132,Lt. Surge's Voltorb,Lightning,Common,Gym Heroes
526,85/132,Misty's Goldeen,Water,Common,Gym Heroes
527,86/132,Misty's Horsea,Water,Common,Gym Heroes
528,87/132,Misty's Poliwag,Water,Common,Gym Heroes
529,88/132,Misty's Seel,Water,Common,Gym Heroes
530,89/132,Misty's Shellder,Water,Common,Gym Heroes
531,90/132,Misty's Staryu,Water,Common,Gym Heroes
532,91/132,Sabrina's Abra,Psychic,Common,Gym Heroes
533,92/132,Sabrina's Drowzee,Psychic,Common,Gym Heroes
534,93/132,Sabrina's Gastly,Psychic,Common,Gym Heroes
535,94/132,Sabrina's Mr. Mime,Psychic,Common,Gym Heroes
536,95/132,Sabrina's Slowpoke,Psychic,Common,Gym Heroes
537,96/132,Sabrina's Venonat,Grass,Common,Gym Heroes
538,97/132,Blaine's Quiz #1,T,Rare,Gym Heroes
539,98/132,Brock,T,Rare,Gym Heroes
540,99/132,Charity,T,Rare,Gym Heroes
541,100/132,Erika,T,Rare,Gym Heroes
542,101/132,Lt. Surge,T,Rare,Gym Heroes
543,102/132,Misty,T,Rare,Gym Heroes
544,103/132,No Removal Gym,T [St],Rare,Gym Heroes
545,104/132,The Rocket's Training Gym,T [St],Rare,Gym Heroes
546,105/132,Blaine's Last Resort,T,Uncommon,Gym Heroes
547,106/132,Brock's Training Method,T,Uncommon,Gym Heroes
548,107/132,Celadon City Gym,T [St],Uncommon,Gym Heroes
549,108/132,Cerulean City Gym,T [St],Uncommon,Gym Heroes
550,109/132,Erika's Maids,T,Uncommon,Gym Heroes
551,110/132,Erika's Perfume,T,Uncommon,Gym Heroes
552,111/132,Good Manners,T,Uncommon,Gym Heroes
553,112/132,Lt. Surge's Treaty,T,Uncommon,Gym Heroes
554,113/132,Minion of Team Rocket,T,Uncommon,Gym Heroes
555,114/132,Misty's Wrath,T,Uncommon,Gym Heroes
556,115/132,Pewter City Gym,T [St],Uncommon,Gym Heroes
557,116/132,Recall,T,Uncommon,Gym Heroes
558,117/132,Sabrina's ESP,T,Uncommon,Gym Heroes
559,118/132,Secret Mission,T,Uncommon,Gym Heroes
560,119/132,Tickling Machine,T [R],Uncommon,Gym Heroes
561,120/132,Vermilion City Gym,T [St],Uncommon,Gym Heroes
562,121/132,Blaine's Gamble,T,Common,Gym Heroes
563,122/132,Energy Flow,T,Common,Gym Heroes
564,123/132,Misty's Duel,T,Common,Gym Heroes
565,124/132,Narrow Gym,T [St],Common,Gym Heroes
566,125/132,Sabrina's Gaze,T,Common,Gym Heroes
567,126/132,Trash Exchange,T,Common,Gym Heroes
568,127/132,Fighting Energy,Fighting E,Na,Gym Heroes
569,128/132,Fire Energy,Fire E,Na,Gym Heroes
570,129/132,Grass Energy,Grass E,Na,Gym Heroes
571,130/132,Lightning Energy,Lightning E,Na,Gym Heroes
572,131/132,Psychic Energy,Psychic E,Na,Gym Heroes
573,132/132,Water Energy,Water E,Na,Gym Heroes
574,1/132,Blaine's Arcanine,Fire,Rare Holo,Gym Challenge
575,2/132,Blaine's Charizard,Fire,Rare Holo,Gym Challenge
576,3/132,Brock's Ninetales,Fire,Rare Holo,Gym Challenge
577,4/132,Erika's Venusaur,Grass,Rare Holo,Gym Challenge
578,5/132,Giovanni's Gyarados,Water,Rare Holo,Gym Challenge
579,6/132,Giovanni's Machamp,Fighting,Rare Holo,Gym Challenge
580,7/132,Giovanni's Nidoking,Grass,Rare Holo,Gym Challenge
581,8/132,Giovanni's Persian,Colorless,Rare Holo,Gym Challenge
582,9/132,Koga's Beedrill,Grass,Rare Holo,Gym Challenge
583,10/132,Koga's Ditto,Colorless,Rare Holo,Gym Challenge
584,11/132,Lt. Surge's Raichu,Lightning,Rare Holo,Gym Challenge
585,12/132,Misty's Golduck,Water,Rare Holo,Gym Challenge
586,13/132,Misty's Gyarados,Water,Rare Holo,Gym Challenge
587,14/132,Rocket's Mewtwo,Psychic,Rare Holo,Gym Challenge
588,15/132,Rocket's Zapdos,Lightning,Rare Holo,Gym Challenge
589,16/132,Sabrina's Alakazam,Psychic,Rare Holo,Gym Challenge
590,17/132,Blaine,T,Rare Holo,Gym Challenge
591,18/132,Giovanni,T,Rare Holo,Gym Challenge
592,19/132,Koga,T,Rare Holo,Gym Challenge
593,20/132,Sabrina,T,Rare Holo,Gym Challenge
594,21/132,Blaine's Ninetales,Fire,Rare,Gym Challenge
595,22/132,Brock's Dugtrio,Fighting,Rare,Gym Challenge
596,23/132,Giovanni's Nidoqueen,Grass,Rare,Gym Challenge
597,24/132,Giovanni's Pinsir,Grass,Rare,Gym Challenge
598,25/132,Koga's Arbok,Grass,Rare,Gym Challenge
599,26/132,Koga's Muk,Grass,Rare,Gym Challenge
600,27/132,Koga's Pidgeotto,Colorless,Rare,Gym Challenge
601,28/132,Lt. Surge's Jolteon,Lightning,Rare,Gym Challenge
602,29/132,Sabrina's Gengar,Psychic,Rare,Gym Challenge
603,30/132,Sabrina's Golduck,Water,Rare,Gym Challenge
604,31/132,Blaine's Charmeleon,Fire,Uncommon,Gym Challenge
605,32/132,Blaine's Dodrio,Colorless,Uncommon,Gym Challenge
606,33/132,Blaine's Rapidash,Fire,Uncommon,Gym Challenge
607,34/132,Brock's Graveler,Fighting,Uncommon,Gym Challenge
608,35/132,Brock's Primeape,Fighting,Uncommon,Gym Challenge
609,36/132,Brock's Sandslash,Fighting,Uncommon,Gym Challenge
610,37/132,Brock's Vulpix,Fire,Uncommon,Gym Challenge
611,38/132,Erika's Bellsprout,Grass,Uncommon,Gym Challenge
612,39/132,Erika's Bulbasaur,Grass,Uncommon,Gym Challenge
613,40/132,Erika's Clefairy,Colorless,Uncommon,Gym Challenge
614,41/132,Erika's Ivysaur,Grass,Uncommon,Gym Challenge
615,42/132,Giovanni's Machoke,Fighting,Uncommon,Gym Challenge
616,43/132,Giovanni's Meowth,Colorless,Uncommon,Gym Challenge
617,44/132,Giovanni's Nidorina,Grass,Uncommon,Gym Challenge
618,45/132,Giovanni's Nidorino,Grass,Uncommon,Gym Challenge
619,46/132,Koga's Golbat,Grass,Uncommon,Gym Challenge
620,47/132,Koga's Kakuna,Grass,Uncommon,Gym Challenge
621,48/132,Koga's Koffing,Grass,Uncommon,Gym Challenge
622,49/132,Koga's Pidgey,Colorless,Uncommon,Gym Challenge
623,50/132,Koga's Weezing,Grass,Uncommon,Gym Challenge
624,51/132,Lt. Surge's Eevee,Colorless,Uncommon,Gym Challenge
625,52/132,Lt. Surge's Electrode,Lightning,Uncommon,Gym Challenge
626,53/132,Lt. Surge's Raticate,Colorless,Uncommon,Gym Challenge
627,54/132,Misty's Dewgong,Water,Uncommon,Gym Challenge
628,55/132,Sabrina's Haunter,Psychic,Uncommon,Gym Challenge
629,56/132,Sabrina's Hypno,Psychic,Uncommon,Gym Challenge
630,57/132,Sabrina's Jynx,Psychic,Uncommon,Gym Challenge
631,58/132,Sabrina's Kadabra,Psychic,Uncommon,Gym Challenge
632,59/132,Sabrina's Mr. Mime,Psychic,Uncommon,Gym Challenge
633,60/132,Blaine's Charmander,Fire,Common,Gym Challenge
634,61/132,Blaine's Doduo,Colorless,Common,Gym Challenge
635,62/132,Blaine's Growlithe,Fire,Common,Gym Challenge
636,63/132,Blaine's Mankey,Fighting,Common,Gym Challenge
637,64/132,Blaine's Ponyta,Fire,Common,Gym Challenge
638,65/132,Blaine's Rhyhorn,Fighting,Common,Gym Challenge
639,66/132,Blaine's Vulpix,Fire,Common,Gym Challenge
640,67/132,Brock's Diglett,Fighting,Common,Gym Challenge
641,68/132,Brock's Geodude,Fighting,Common,Gym Challenge
642,69/132,Erika's Jigglypuff,Colorless,Common,Gym Challenge
643,70/132,Erika's Oddish,Grass,Common,Gym Challenge
644,71/132,Erika's Paras,Grass,Common,Gym Challenge
645,72/132,Giovanni's Machop,Fighting,Common,Gym Challenge
646,73/132,Giovanni's Magikarp,Water,Common,Gym Challenge
647,74/132,Giovanni's Meowth,Colorless,Common,Gym Challenge
648,75/132,Giovanni's Nidoran?,Grass,Common,Gym Challenge
649,76/132,Giovanni's Nidoran?,Grass,Common,Gym Challenge
650,77/132,Koga's Ekans,Grass,Common,Gym Challenge
651,78/132,Koga's Grimer,Grass,Common,Gym Challenge
652,79/132,Koga's Koffing,Grass,Common,Gym Challenge
653,80/132,Koga's Pidgey,Colorless,Common,Gym Challenge
654,81/132,Koga's Tangela,Grass,Common,Gym Challenge
655,82/132,Koga's Weedle,Grass,Common,Gym Challenge
656,83/132,Koga's Zubat,Grass,Common,Gym Challenge
657,84/132,Lt. Surge's Pikachu,Lightning,Common,Gym Challenge
658,85/132,Lt. Surge's Rattata,Colorless,Common,Gym Challenge
659,86/132,Lt. Surge's Voltorb,Lightning,Common,Gym Challenge
660,87/132,Misty's Horsea,Water,Common,Gym Challenge
661,88/132,Misty's Magikarp,Water,Common,Gym Challenge
662,89/132,Misty's Poliwag,Water,Common,Gym Challenge
663,90/132,Misty's Psyduck,Water,Common,Gym Challenge
664,91/132,Misty's Seel,Water,Common,Gym Challenge
665,92/132,Misty's Staryu,Water,Common,Gym Challenge
666,93/132,Sabrina's Abra,Psychic,Common,Gym Challenge
667,94/132,Sabrina's Abra,Psychic,Common,Gym Challenge
668,95/132,Sabrina's Drowzee,Psychic,Common,Gym Challenge
669,96/132,Sabrina's Gastly,Psychic,Common,Gym Challenge
670,97/132,Sabrina's Gastly,Psychic,Common,Gym Challenge
671,98/132,Sabrina's Porygon,Colorless,Common,Gym Challenge
672,99/132,Sabrina's Psyduck,Water,Common,Gym Challenge
673,100/132,Blaine,T,Rare,Gym Challenge
674,101/132,Brock's Protection,T,Rare,Gym Challenge
675,102/132,Chaos Gym,T,Rare,Gym Challenge
676,103/132,Erika's Kindness,T,Rare,Gym Challenge
677,104/132,Giovanni,T,Rare,Gym Challenge
678,105/132,Giovanni's Last Resort,T,Rare,Gym Challenge
679,106/132,Koga,T,Rare,Gym Challenge
680,107/132,Lt. Surge's Secret Plan,T,Rare,Gym Challenge
681,108/132,Misty's Wish,T,Rare,Gym Challenge
682,109/132,Resistance Gym,T,Rare,Gym Challenge
683,110/132,Sabrina,T,Rare,Gym Challenge
684,111/132,Blaine's Quiz #2,T,Uncommon,Gym Challenge
685,112/132,Blaine's Quiz #3,T,Uncommon,Gym Challenge
686,113/132,Cinnabar City Gym,T [St],Uncommon,Gym Challenge
687,114/132,Fuchsia City Gym,T [St],Uncommon,Gym Challenge
688,115/132,Koga's Ninja Trick,T,Uncommon,Gym Challenge
689,116/132,Master Ball,T,Uncommon,Gym Challenge
690,117/132,Max Revive,T,Uncommon,Gym Challenge
691,118/132,Misty's Tears,T,Uncommon,Gym Challenge
692,119/132,Rocket's Minefield Gym,T [St],Uncommon,Gym Challenge
693,120/132,Rocket's Secret Experiment,T,Uncommon,Gym Challenge
694,121/132,Sabrina's Psychic Control,T,Uncommon,Gym Challenge
695,122/132,Saffron City Gym,T [St],Uncommon,Gym Challenge
696,123/132,Viridian City Gym,T [St],Uncommon,Gym Challenge
697,124/132,Fervor,T,Common,Gym Challenge
698,125/132,Transparent Walls,T,Common,Gym Challenge
699,126/132,Warp Point,T,Common,Gym Challenge
700,127/132,Fighting Energy,Fighting E,Na,Gym Challenge
701,128/132,Fire Energy,Fire E,Na,Gym Challenge
702,129/132,Grass Energy,Grass E,Na,Gym Challenge
703,130/132,Lightning Energy,Lightning E,Na,Gym Challenge
704,131/132,Psychic Energy,Psychic E,Na,Gym Challenge
705,132/132,Water Energy,Water E,Na,Gym Challenge
706,1/111,Ampharos,Lightning,Rare Holo,Neo Genesis
707,2/111,Azumarill,Water,Rare Holo,Neo Genesis
708,3/111,Bellossom,Grass,Rare Holo,Neo Genesis
709,4/111,Feraligatr,Water,Rare Holo,Neo Genesis
710,5/111,Feraligatr,Water,Rare Holo,Neo Genesis
711,6/111,Heracross,Grass,Rare Holo,Neo Genesis
712,7/111,Jumpluff,Grass,Rare Holo,Neo Genesis
713,8/111,Kingdra,Water,Rare Holo,Neo Genesis
714,9/111,Lugia,Colorless,Rare Holo,Neo Genesis
715,10/111,Meganium,Grass,Rare Holo,Neo Genesis
716,11/111,Meganium,Grass,Rare Holo,Neo Genesis
717,12/111,Pichu,Lightning,Rare Holo,Neo Genesis
718,13/111,Skarmory,Metal,Rare Holo,Neo Genesis
719,14/111,Slowking,Psychic,Rare Holo,Neo Genesis
720,15/111,Steelix,Metal,Rare Holo,Neo Genesis
721,16/111,Togetic,Colorless,Rare Holo,Neo Genesis
722,17/111,Typhlosion,Fire,Rare Holo,Neo Genesis
723,18/111,Typhlosion,Fire,Rare Holo,Neo Genesis
724,19/111,Metal Energy,Metal E,Rare Holo,Neo Genesis
725,20/111,Cleffa,Colorless,Rare,Neo Genesis
726,21/111,Donphan,Fighting,Rare,Neo Genesis
727,22/111,Elekid,Lightning,Rare,Neo Genesis
728,23/111,Magby,Fire,Rare,Neo Genesis
729,24/111,Murkrow,Darkness,Rare,Neo Genesis
730,25/111,Sneasel,Darkness,Rare,Neo Genesis
731,26/111,Aipom,Colorless,Uncommon,Neo Genesis
732,27/111,Ariados,Grass,Uncommon,Neo Genesis
733,28/111,Bayleef,Grass,Uncommon,Neo Genesis
734,29/111,Bayleef,Grass,Uncommon,Neo Genesis
735,30/111,Clefairy,Colorless,Uncommon,Neo Genesis
736,31/111,Croconaw,Water,Uncommon,Neo Genesis
737,32/111,Croconaw,Water,Uncommon,Neo Genesis
738,33/111,Electabuzz,Lightning,Uncommon,Neo Genesis
739,34/111,Flaaffy,Lightning,Uncommon,Neo Genesis
740,35/111,Furret,Colorless,Uncommon,Neo Genesis
741,36/111,Gloom,Grass,Uncommon,Neo Genesis
742,37/111,Granbull,Colorless,Uncommon,Neo Genesis
743,38/111,Lanturn,Lightning,Uncommon,Neo Genesis
744,39/111,Ledian,Grass,Uncommon,Neo Genesis
745,40/111,Magmar,Fire,Uncommon,Neo Genesis
746,41/111,Miltank,Colorless,Uncommon,Neo Genesis
747,42/111,Noctowl,Colorless,Uncommon,Neo Genesis
748,43/111,Phanpy,Fighting,Uncommon,Neo Genesis
749,44/111,Piloswine,Water,Uncommon,Neo Genesis
750,45/111,Quagsire,Water,Uncommon,Neo Genesis
751,46/111,Quilava,Fire,Uncommon,Neo Genesis
752,47/111,Quilava,Fire,Uncommon,Neo Genesis
753,48/111,Seadra,Water,Uncommon,Neo Genesis
754,49/111,Skiploom,Grass,Uncommon,Neo Genesis
755,50/111,Sunflora,Grass,Uncommon,Neo Genesis
756,51/111,Togepi,Colorless,Uncommon,Neo Genesis
757,52/111,Xatu,Psychic,Uncommon,Neo Genesis
758,53/111,Chikorita,Grass,Common,Neo Genesis
759,54/111,Chikorita,Grass,Common,Neo Genesis
760,55/111,Chinchou,Lightning,Common,Neo Genesis
761,56/111,Cyndaquil,Fire,Common,Neo Genesis
762,57/111,Cyndaquil,Fire,Common,Neo Genesis
763,58/111,Girafarig,Psychic,Common,Neo Genesis
764,59/111,Gligar,Fighting,Common,Neo Genesis
765,60/111,Hoothoot,Colorless,Common,Neo Genesis
766,61/111,Hoppip,Grass,Common,Neo Genesis
767,62/111,Horsea,Water,Common,Neo Genesis
768,63/111,Ledyba,Grass,Common,Neo Genesis
769,64/111,Mantine,Water,Common,Neo Genesis
770,65/111,Mareep,Lightning,Common,Neo Genesis
771,66/111,Marill,Water,Common,Neo Genesis
772,67/111,Natu,Psychic,Common,Neo Genesis
773,68/111,Oddish,Grass,Common,Neo Genesis
774,69/111,Onix,Fighting,Common,Neo Genesis
775,70/111,Pikachu,Lightning,Common,Neo Genesis
776,71/111,Sentret,Colorless,Common,Neo Genesis
777,72/111,Shuckle,Grass,Common,Neo Genesis
778,73/111,Slowpoke,Psychic,Common,Neo Genesis
779,74/111,Snubbull,Colorless,Common,Neo Genesis
780,75/111,Spinarak,Grass,Common,Neo Genesis
781,76/111,Stantler,Colorless,Common,Neo Genesis
782,77/111,Sudowoodo,Fighting,Common,Neo Genesis
783,78/111,Sunkern,Grass,Common,Neo Genesis
784,79/111,Swinub,Water,Common,Neo Genesis
785,80/111,Totodile,Water,Common,Neo Genesis
786,81/111,Totodile,Water,Common,Neo Genesis
787,82/111,Wooper,Water,Common,Neo Genesis
788,83/111,Arcade Game,T [GC],Rare,Neo Genesis
789,84/111,Ecogym,T [St],Rare,Neo Genesis
790,85/111,Energy Charge,T,Rare,Neo Genesis
791,86/111,Focus Band,T [Tool],Rare,Neo Genesis
792,87/111,Mary,T,Rare,Neo Genesis
793,88/111,PokéGear,T,Rare,Neo Genesis
794,89/111,Super Energy Retrieval,T,Rare,Neo Genesis
795,90/111,Time Capsule,T,Rare,Neo Genesis
796,91/111,Bill's Teleporter,T,Uncommon,Neo Genesis
797,92/111,Card-Flip Game,T [GC],Uncommon,Neo Genesis
798,93/111,Gold Berry,T [Tool],Uncommon,Neo Genesis
799,94/111,Miracle Berry,T [Tool],Uncommon,Neo Genesis
800,95/111,New Pokédex,T,Uncommon,Neo Genesis
801,96/111,Professor Elm,T,Uncommon,Neo Genesis
802,97/111,Sprout Tower,T [St],Uncommon,Neo Genesis
803,98/111,Super Scoop Up,T,Uncommon,Neo Genesis
804,99/111,Berry,T [Tool],Common,Neo Genesis
805,100/111,Double Gust,T,Common,Neo Genesis
806,101/111,Moo-Moo Milk,T,Common,Neo Genesis
807,102/111,Pokémon March,T,Common,Neo Genesis
808,103/111,Super Rod,T,Common,Neo Genesis
809,104/111,Darkness Energy,Darkness E,Rare,Neo Genesis
810,105/111,Recycle Energy,Colorless E,Rare,Neo Genesis
811,106/111,Fighting Energy,Fighting E,Na,Neo Genesis
812,107/111,Fire Energy,Fire E,Na,Neo Genesis
813,108/111,Grass Energy,Grass E,Na,Neo Genesis
814,109/111,Lightning Energy,Lightning E,Na,Neo Genesis
815,110/111,Psychic Energy,Psychic E,Na,Neo Genesis
816,111/111,Water Energy,Water E,Na,Neo Genesis
817,1/75,Espeon,Psychic,Rare Holo,Neo Discovery
818,2/75,Forretress,Metal,Rare Holo,Neo Discovery
819,3/75,Hitmontop,Fighting,Rare Holo,Neo Discovery
820,4/75,Houndoom,Darkness,Rare Holo,Neo Discovery
821,5/75,Houndour,Fire,Rare Holo,Neo Discovery
822,6/75,Kabutops,Water,Rare Holo,Neo Discovery
823,7/75,Magnemite,Metal,Rare Holo,Neo Discovery
824,8/75,Politoed,Water,Rare Holo,Neo Discovery
825,9/75,Poliwrath,Fighting,Rare Holo,Neo Discovery
826,10/75,Scizor,Metal,Rare Holo,Neo Discovery
827,11/75,Smeargle,Colorless,Rare Holo,Neo Discovery
828,12/75,Tyranitar,Darkness,Rare Holo,Neo Discovery
829,13/75,Umbreon,Darkness,Rare Holo,Neo Discovery
830,14/75,Unown A,Psychic,Rare Holo,Neo Discovery
831,15/75,Ursaring,Colorless,Rare Holo,Neo Discovery
832,16/75,Wobbuffet,Psychic,Rare Holo,Neo Discovery
833,17/75,Yanma,Grass,Rare Holo,Neo Discovery
834,18/75,Beedrill,Grass,Rare,Neo Discovery
835,19/75,Butterfree,Grass,Rare,Neo Discovery
836,20/75,Espeon,Psychic,Rare,Neo Discovery
837,21/75,Forretress,Metal,Rare,Neo Discovery
838,22/75,Hitmontop,Fighting,Rare,Neo Discovery
839,23/75,Houndoom,Darkness,Rare,Neo Discovery
840,24/75,Houndour,Fire,Rare,Neo Discovery
841,25/75,Kabutops,Water,Rare,Neo Discovery
842,26/75,Magnemite,Metal,Rare,Neo Discovery
843,27/75,Politoed,Water,Rare,Neo Discovery
844,28/75,Poliwrath,Fighting,Rare,Neo Discovery
845,29/75,Scizor,Metal,Rare,Neo Discovery
846,30/75,Smeargle,Colorless,Rare,Neo Discovery
847,31/75,Tyranitar,Darkness,Rare,Neo Discovery
848,32/75,Umbreon,Darkness,Rare,Neo Discovery
849,33/75,Unown A,Psychic,Rare,Neo Discovery
850,34/75,Ursaring,Colorless,Rare,Neo Discovery
851,35/75,Wobbuffet,Psychic,Rare,Neo Discovery
852,36/75,Yanma,Grass,Rare,Neo Discovery
853,37/75,Corsola,Water,Uncommon,Neo Discovery
854,38/75,Eevee,Colorless,Uncommon,Neo Discovery
855,39/75,Houndour,Darkness,Uncommon,Neo Discovery
856,40/75,Igglybuff,Colorless,Uncommon,Neo Discovery
857,41/75,Kakuna,Grass,Uncommon,Neo Discovery
858,42/75,Metapod,Grass,Uncommon,Neo Discovery
859,43/75,Omastar,Fighting,Uncommon,Neo Discovery
860,44/75,Poliwhirl,Water,Uncommon,Neo Discovery
861,45/75,Pupitar,Fighting,Uncommon,Neo Discovery
862,46/75,Scyther,Grass,Uncommon,Neo Discovery
863,47/75,Unown D,Psychic,Uncommon,Neo Discovery
864,48/75,Unown F,Psychic,Uncommon,Neo Discovery
865,49/75,Unown M,Psychic,Uncommon,Neo Discovery
866,50/75,Unown N,Psychic,Uncommon,Neo Discovery
867,51/75,Unown U,Psychic,Uncommon,Neo Discovery
868,52/75,Xatu,Psychic,Uncommon,Neo Discovery
869,53/75,Caterpie,Grass,Common,Neo Discovery
870,54/75,Dunsparce,Colorless,Common,Neo Discovery
871,55/75,Hoppip,Grass,Common,Neo Discovery
872,56/75,Kabuto,Water,Common,Neo Discovery
873,57/75,Larvitar,Fighting,Common,Neo Discovery
874,58/75,Mareep,Lightning,Common,Neo Discovery
875,59/75,Natu,Psychic,Common,Neo Discovery
876,60/75,Omanyte,Fighting,Common,Neo Discovery
877,61/75,Pineco,Grass,Common,Neo Discovery
878,62/75,Poliwag,Water,Common,Neo Discovery
879,63/75,Sentret,Colorless,Common,Neo Discovery
880,64/75,Spinarak,Grass,Common,Neo Discovery
881,65/75,Teddiursa,Colorless,Common,Neo Discovery
882,66/75,Tyrogue,Fighting,Common,Neo Discovery
883,67/75,Unown E,Psychic,Common,Neo Discovery
884,68/75,Unown I,Psychic,Common,Neo Discovery
885,69/75,Unown O,Psychic,Common,Neo Discovery
886,70/75,Weedle,Grass,Common,Neo Discovery
887,71/75,Wooper,Water,Common,Neo Discovery
888,72/75,Fossil Egg,T,Uncommon,Neo Discovery
889,73/75,Hyper Devolution Spray,T,Uncommon,Neo Discovery
890,74/75,Ruin Wall,T,Uncommon,Neo Discovery
891,75/75,Energy Ark,T,Common,Neo Discovery
892,1/64,Ampharos,Lightning,Rare Holo,Neo Revelation
893,2/64,Blissey,Colorless,Rare Holo,Neo Revelation
894,3/64,Celebi,Psychic,Rare Holo,Neo Revelation
895,4/64,Crobat,Grass,Rare Holo,Neo Revelation
896,5/64,Delibird,Colorless,Rare Holo,Neo Revelation
897,6/64,Entei,Fire,Rare Holo,Neo Revelation
898,7/64,Ho-Oh,Fire,Rare Holo,Neo Revelation
899,8/64,Houndoom,Darkness,Rare Holo,Neo Revelation
900,9/64,Jumpluff,Grass,Rare Holo,Neo Revelation
901,10/64,Magneton,Metal,Rare Holo,Neo Revelation
902,11/64,Misdreavus,Psychic,Rare Holo,Neo Revelation
903,12/64,Porygon2,Colorless,Rare Holo,Neo Revelation
904,13/64,Raikou,Lightning,Rare Holo,Neo Revelation
905,14/64,Suicune,Water,Rare Holo,Neo Revelation
906,15/64,Aerodactyl,Fighting,Rare,Neo Revelation
907,16/64,Celebi,Grass,Rare,Neo Revelation
908,17/64,Entei,Fire,Rare,Neo Revelation
909,18/64,Ho-Oh,Colorless,Rare,Neo Revelation
910,19/64,Kingdra,Water,Rare,Neo Revelation
911,20/64,Lugia,Psychic,Rare,Neo Revelation
912,21/64,Raichu,Lightning,Rare,Neo Revelation
913,22/64,Raikou,Lightning,Rare,Neo Revelation
914,23/64,Skarmory,Metal,Rare,Neo Revelation
915,24/64,Sneasel,Darkness,Rare,Neo Revelation
916,25/64,Starmie,Psychic,Rare,Neo Revelation
917,26/64,Sudowoodo,Fighting,Rare,Neo Revelation
918,27/64,Suicune,Water,Rare,Neo Revelation
919,28/64,Flaaffy,Lightning,Uncommon,Neo Revelation
920,29/64,Golbat,Grass,Uncommon,Neo Revelation
921,30/64,Graveler,Fighting,Uncommon,Neo Revelation
922,31/64,Jynx,Water,Uncommon,Neo Revelation
923,32/64,Lanturn,Lightning,Uncommon,Neo Revelation
924,33/64,Magcargo,Fire,Uncommon,Neo Revelation
925,34/64,Octillery,Water,Uncommon,Neo Revelation
926,35/64,Parasect,Grass,Uncommon,Neo Revelation
927,36/64,Piloswine,Fighting,Uncommon,Neo Revelation
928,37/64,Seaking,Water,Uncommon,Neo Revelation
929,38/64,Stantler,Colorless,Uncommon,Neo Revelation
930,39/64,Unown B,Psychic,Uncommon,Neo Revelation
931,40/64,Unown Y,Psychic,Uncommon,Neo Revelation
932,41/64,Aipom,Colorless,Common,Neo Revelation
933,42/64,Chinchou,Lightning,Common,Neo Revelation
934,43/64,Farfetch'd,Colorless,Common,Neo Revelation
935,44/64,Geodude,Fighting,Common,Neo Revelation
936,45/64,Goldeen,Water,Common,Neo Revelation
937,46/64,Murkrow,Darkness,Common,Neo Revelation
938,47/64,Paras,Grass,Common,Neo Revelation
939,48/64,Quagsire,Water,Common,Neo Revelation
